
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 1 out of 1000 , average train loss: 2.260421, validation loss: 2.326404 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.127495, validation loss: 2.111452 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.060721, validation loss: 2.037302 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.028445, validation loss: 2.003065 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.996609, validation loss: 1.982655 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.989541, validation loss: 1.968803 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.961724, validation loss: 1.957891 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.97484, validation loss: 1.949601 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.938842, validation loss: 1.942819 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.934787, validation loss: 1.937492 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.929711, validation loss: 1.932856 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.309237, validation loss: 2.311324 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.072084, validation loss: 2.076844 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.023994, validation loss: 2.001646 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.982878, validation loss: 1.97822 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.959473, validation loss: 1.966852 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.968335, validation loss: 1.959765 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.941348, validation loss: 1.953575 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.94882, validation loss: 1.948609 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.95629, validation loss: 1.944897 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.930522, validation loss: 1.941594 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.92508, validation loss: 1.93913 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.261119, validation loss: 2.17698 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.136958, validation loss: 2.049411 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.050349, validation loss: 1.997289 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.025383, validation loss: 1.972132 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.996398, validation loss: 1.958379 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.985062, validation loss: 1.949571 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.966573, validation loss: 1.943744 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.937218, validation loss: 1.939109 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.953683, validation loss: 1.935778 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.922664, validation loss: 1.932898 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.942846, validation loss: 1.930509 , lr= 1e-05
==== End:  sc64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.149682, validation loss: 2.160975 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.053448, validation loss: 2.044827 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.0207, validation loss: 2.012371 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.995233, validation loss: 1.994279 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.969149, validation loss: 1.981 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.966744, validation loss: 1.9721 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.970099, validation loss: 1.964958 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.940841, validation loss: 1.959101 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.93806, validation loss: 1.954683 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.930942, validation loss: 1.951039 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.918773, validation loss: 1.949097 , lr= 1.6e-06
Epoch: 1 out of 1000 , average train loss: 2.288411, validation loss: 2.243981 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.093112, validation loss: 2.038284 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.084865, validation loss: 1.970197 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.005768, validation loss: 1.939351 , lr= 1e-05
NaN validation loss at epoch: 346 
NaN validation loss at epoch: 347 
NaN validation loss at epoch: 348 
NaN validation loss at epoch: 349 
NaN validation loss at epoch: 350 
NaN validation loss at epoch: 351 
NaN validation loss at epoch: 352 
NaN validation loss at epoch: 353 
NaN validation loss at epoch: 354 
NaN validation loss at epoch: 355 
NaN validation loss at epoch: 356 
NaN validation loss at epoch: 357 
NaN validation loss at epoch: 358 
NaN validation loss at epoch: 359 
NaN validation loss at epoch: 360 
NaN validation loss at epoch: 361 
NaN validation loss at epoch: 362 
NaN validation loss at epoch: 363 
NaN validation loss at epoch: 364 
NaN validation loss at epoch: 365 
Early stopping at epoch: 365 , average train loss: NaN , validation loss: NaN , lr= 6.4e-07 
Epoch: 1 out of 1000 , average train loss: 2.164004, validation loss: 2.16482 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.078574, validation loss: 2.083539 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.064097, validation loss: 2.04622 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.010255, validation loss: 2.024979 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 2.019267, validation loss: 2.01029 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.995952, validation loss: 1.999606 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.985087, validation loss: 1.990999 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.98077, validation loss: 1.983208 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.973974, validation loss: 1.976907 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.952742, validation loss: 1.971812 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.93741, validation loss: 1.967041 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.326061, validation loss: 2.338159 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.174733, validation loss: 2.150733 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.082942, validation loss: 2.066036 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.024664, validation loss: 2.024064 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.97216, validation loss: 1.999025 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.964613, validation loss: 1.982542 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.952354, validation loss: 1.970724 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.939508, validation loss: 1.962152 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.923931, validation loss: 1.955078 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.925966, validation loss: 1.948805 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.912463, validation loss: 1.943205 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.254783, validation loss: 2.285101 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.097062, validation loss: 2.121143 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.041382, validation loss: 2.046381 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.015989, validation loss: 2.008218 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.977484, validation loss: 1.986259 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.96109, validation loss: 1.97249 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.928021, validation loss: 1.962305 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.934673, validation loss: 1.954538 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.915955, validation loss: 1.948157 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.919446, validation loss: 1.943073 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.915053, validation loss: 1.938787 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.539662, validation loss: 2.598032 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.249765, validation loss: 2.184668 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.098287, validation loss: 2.027147 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.033037, validation loss: 1.967123 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 2.009815, validation loss: 1.940276 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.982522, validation loss: 1.925623 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.938099, validation loss: 1.916338 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.975694, validation loss: 1.909537 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.9642, validation loss: 1.904447 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.946559, validation loss: 1.900853 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.921637, validation loss: 1.897857 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.66352, validation loss: 2.624461 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.290859, validation loss: 2.126352 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.07767, validation loss: 1.995958 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.044948, validation loss: 1.955929 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.990442, validation loss: 1.936614 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.978603, validation loss: 1.925635 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.961408, validation loss: 1.917667 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.910576, validation loss: 1.911824 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.936499, validation loss: 1.907146 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.934136, validation loss: 1.903534 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.909945, validation loss: 1.900754 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.326059, validation loss: 2.426976 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.179834, validation loss: 2.111877 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.04121, validation loss: 2.024503 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.012829, validation loss: 1.988012 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.974156, validation loss: 1.966477 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.982611, validation loss: 1.953139 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.962303, validation loss: 1.94357 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.961465, validation loss: 1.93676 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.927352, validation loss: 1.931407 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.910971, validation loss: 1.927124 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.898265, validation loss: 1.923745 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.441691, validation loss: 2.5821 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.162793, validation loss: 2.156766 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.035439, validation loss: 2.022078 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.031679, validation loss: 1.981886 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.993319, validation loss: 1.961295 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.982591, validation loss: 1.948437 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.953339, validation loss: 1.939015 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.951875, validation loss: 1.931982 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.935274, validation loss: 1.926311 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.924391, validation loss: 1.921959 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.919874, validation loss: 1.918046 , lr= 1e-05
==== End:  sc64_64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.385583, validation loss: 2.324599 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.119055, validation loss: 2.048579 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.048436, validation loss: 1.989791 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.003968, validation loss: 1.959696 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.962063, validation loss: 1.939691 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.946445, validation loss: 1.927591 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.968521, validation loss: 1.918481 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.91432, validation loss: 1.912627 , lr= 4e-06
Epoch: 800 out of 1000 , average train loss: 1.914181, validation loss: 1.910333 , lr= 4e-06
Epoch: 900 out of 1000 , average train loss: 1.912045, validation loss: 1.908304 , lr= 4e-06
Epoch: 1000 out of 1000 , average train loss: 1.893902, validation loss: 1.907114 , lr= 1.6e-06
Epoch: 1 out of 1000 , average train loss: 2.451928, validation loss: 2.480447 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.13224, validation loss: 2.051598 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.0461, validation loss: 1.986056 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.021334, validation loss: 1.959114 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 2.001928, validation loss: 1.943907 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.953336, validation loss: 1.932619 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.930683, validation loss: 1.925359 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.978466, validation loss: 1.919529 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.913381, validation loss: 1.915688 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.919746, validation loss: 1.912678 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.931246, validation loss: 1.910295 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.377014, validation loss: 2.548135 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.10949, validation loss: 2.040566 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.052846, validation loss: 1.971796 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.014538, validation loss: 1.948075 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.966097, validation loss: 1.933382 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.965748, validation loss: 1.923188 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.963263, validation loss: 1.916209 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.9295, validation loss: 1.911216 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.935696, validation loss: 1.907414 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.934641, validation loss: 1.904586 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.920601, validation loss: 1.902606 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_3_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.261179, validation loss: 2.368388 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.074416, validation loss: 2.123207 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.022182, validation loss: 2.025934 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.989726, validation loss: 1.98707 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.962168, validation loss: 1.967385 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.959106, validation loss: 1.955002 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.927368, validation loss: 1.945858 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.921491, validation loss: 1.938749 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.929681, validation loss: 1.932952 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.916572, validation loss: 1.927928 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.899932, validation loss: 1.923862 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.076867, validation loss: 2.084707 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.002754, validation loss: 2.028546 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.959972, validation loss: 1.997935 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.953741, validation loss: 1.97819 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.958341, validation loss: 1.964803 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.937721, validation loss: 1.95503 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.926193, validation loss: 1.947338 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.94062, validation loss: 1.940946 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.909833, validation loss: 1.93558 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.91881, validation loss: 1.930753 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.90078, validation loss: 1.926945 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.144987, validation loss: 2.246474 , lr= 1e-05
